year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2011,8,XE,ExpressJet Airlines Inc.,BIL,"Billings, MT: Billings Logan International",6,1,0.98,0,0.02,0,0,0,0,180,177,0,3,0,0
2011,8,XE,ExpressJet Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",79,15,6.28,1.37,0.84,0,6.51,0,1,1496,700,76,105,0,615
2011,8,XE,ExpressJet Airlines Inc.,BNA,"Nashville, TN: Nashville International",572,116,40.87,7.3,21.74,0,46.08,23,1,7640,3328,555,961,0,2796
2011,8,XE,ExpressJet Airlines Inc.,BOS,"Boston, MA: Logan International",60,10,2.13,0,7.83,0,0.04,2,0,718,112,0,601,0,5
2011,8,XE,ExpressJet Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",145,16,8.72,0,0.87,0,6.41,0,0,817,464,0,65,0,288
2011,8,XE,ExpressJet Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",175,30,12.34,0,8.71,0,8.95,0,0,1163,624,0,238,0,301
2011,8,XE,ExpressJet Airlines Inc.,BTV,"Burlington, VT: Burlington International",164,33,13.89,1.69,8.77,0,8.65,11,1,1437,701,38,310,0,388
2011,8,XE,ExpressJet Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",125,31,13.21,0.84,5.27,0,11.68,5,0,2361,901,281,231,0,948
2011,8,XE,ExpressJet Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",47,9,3.99,0,3.87,0,1.15,9,0,469,109,0,264,0,96
2011,8,XE,ExpressJet Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",58,6,3.62,0,1.38,0,1,1,1,220,141,0,23,0,56
2011,8,XE,ExpressJet Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",82,19,7.98,0.36,2.2,0,8.46,4,0,1454,620,53,156,0,625
2011,8,XE,ExpressJet Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",253,54,19.91,1.34,16.08,0.2,16.47,18,4,3426,937,389,762,7,1331
2011,8,XE,ExpressJet Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",227,54,19.87,2.34,12.52,0.19,19.08,5,1,3471,1294,125,414,3,1635
2011,8,XE,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",1911,294,64.42,3.38,67.12,2.58,156.49,60,2,20263,5447,562,2760,119,11375
2011,8,XE,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",287,66,15.94,1.53,24.79,0.42,23.32,13,1,3236,832,69,909,7,1419
2011,8,XE,ExpressJet Airlines Inc.,CMH,"Columbus, OH: Port Columbus International",237,37,9.68,1.58,14.67,0,11.07,10,2,1603,303,81,403,0,816
2011,8,XE,ExpressJet Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",12,1,0.77,0,0,0,0.23,0,0,31,24,0,0,0,7
2011,8,XE,ExpressJet Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",269,35,17.76,0,3.34,0,13.9,0,0,1560,892,0,104,0,564
2011,8,XE,ExpressJet Airlines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",92,17,8.17,0.31,4.92,0,3.6,0,1,828,280,52,166,0,330
2011,8,XE,ExpressJet Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",304,69,30.13,1.67,18.55,0.28,18.36,20,0,3992,1844,107,739,9,1293
2011,8,XE,ExpressJet Airlines Inc.,CWA,"Mosinee, WI: Central Wisconsin",85,16,8.38,0,3.19,0,4.42,5,0,1237,512,0,339,0,386
2011,8,XE,ExpressJet Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",109,18,8.46,0,3.12,0,6.42,0,0,780,412,0,85,0,283
2011,8,XE,ExpressJet Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",308,67,23.49,1.14,14.47,0,27.9,15,1,4241,1702,58,807,0,1674
2011,8,XE,ExpressJet Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",222,59,21.17,2.15,17.48,0,18.2,35,1,4335,1786,555,813,0,1181
2011,8,XE,ExpressJet Airlines Inc.,DEN,"Denver, CO: Denver International",1806,259,50.51,2.26,51.45,0,154.78,27,17,17067,4433,133,1812,0,10689
2011,8,XE,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",161,29,15.59,0.07,7.44,0,5.9,0,1,1144,706,4,227,0,207
2011,8,XE,ExpressJet Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",90,10,4.38,0,1.73,0,3.9,4,0,327,126,0,39,0,162
2011,8,XE,ExpressJet Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",196,33,11.22,1.17,5.15,0.19,15.27,6,0,2051,689,36,183,3,1140
2011,8,XE,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",220,50,18.96,1.19,18.6,0,11.25,21,1,3053,1341,172,802,0,738
2011,8,XE,ExpressJet Airlines Inc.,ELP,"El Paso, TX: El Paso International",208,43,20.9,0.58,7.89,0,13.63,1,0,1906,975,49,222,0,660
2011,8,XE,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",3291,858,128.01,6.69,486.37,1.37,235.56,468,10,69609,13069,612,38526,156,17246
2011,8,XE,ExpressJet Airlines Inc.,FAR,"Fargo, ND: Hector International",154,23,8.16,0,6.25,0,8.59,5,2,1378,442,0,273,0,663
2011,8,XE,ExpressJet Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",201,49,18.76,0,8.24,0,22.01,3,0,2655,993,0,321,0,1341
2011,8,XE,ExpressJet Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",168,22,7.34,1.84,1.26,0,11.56,3,0,1458,687,171,31,0,569
2011,8,XE,ExpressJet Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",141,17,6.03,0.87,3.96,0.07,6.07,1,0,685,310,40,99,1,235
2011,8,XE,ExpressJet Airlines Inc.,GRB,"Green Bay, WI: Austin Straubel International",196,39,11.6,0.49,8.69,0,18.21,2,0,2742,973,33,359,0,1377
2011,8,XE,ExpressJet Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",302,82,36.92,1.04,26.55,0,17.48,11,1,4769,2507,94,1068,0,1100
2011,8,XE,ExpressJet Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",226,44,19.96,0.63,10.17,0,13.24,20,0,2321,964,24,456,0,877
2011,8,XE,ExpressJet Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",243,50,20.94,1.48,7.85,0,19.74,10,2,2722,891,67,335,0,1429
2011,8,XE,ExpressJet Airlines Inc.,HOB,"Hobbs, NM: Lea County Regional",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,XE,ExpressJet Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",145,21,11.38,0.08,1.04,0.22,8.29,0,0,955,478,4,49,12,412
2011,8,XE,ExpressJet Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",125,23,10.38,0,2.76,0,9.86,0,0,1579,782,0,90,0,707
2011,8,XE,ExpressJet Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",1160,274,52.42,3.84,81.09,0.36,136.29,65,4,18540,4647,270,4506,21,9096
2011,8,XE,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6624,768,178.18,15.8,200.05,2.35,371.62,36,16,37555,12480,809,5876,121,18269
2011,8,XE,ExpressJet Airlines Inc.,ICT,"Wichita, KS: Wichita Mid-Continent",310,53,21.75,0.65,8.74,0,21.86,2,3,3274,1247,17,350,0,1660
2011,8,XE,ExpressJet Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",389,69,28.12,2.14,18.58,1.14,19.02,15,1,3794,1795,61,685,29,1224
2011,8,XE,ExpressJet Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson - Evers International",100,17,7.29,0,6.19,0,3.52,1,0,614,340,0,162,0,112
2011,8,XE,ExpressJet Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",205,48,20.66,0.23,14.5,0,12.6,6,1,2379,1374,8,425,0,572
2011,8,XE,ExpressJet Airlines Inc.,LAN,"Lansing, MI: Capital Region International",100,17,9.31,0.49,3.03,0,4.17,3,0,1176,549,80,209,0,338
2011,8,XE,ExpressJet Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",180,22,8.41,1.89,5.42,1,5.28,0,0,1059,501,72,113,23,350
2011,8,XE,ExpressJet Airlines Inc.,LCH,"Lake Charles, LA: Lake Charles Regional",33,3,2.42,0,0,0,0.58,0,0,174,138,0,0,0,36
2011,8,XE,ExpressJet Airlines Inc.,LEX,"Lexington, KY: Blue Grass",173,32,11.12,0,7.22,0,13.67,8,1,1495,515,0,326,0,654
2011,8,XE,ExpressJet Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional",206,17,9.21,0,2.34,0.06,5.4,1,1,1101,633,0,81,1,386
2011,8,XE,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",134,35,8.63,0.98,18.12,0,7.27,21,0,3197,770,97,1757,0,573
2011,8,XE,ExpressJet Airlines Inc.,LIT,"Little Rock, AR: Adams Field",314,68,28.9,1.92,9.95,0,27.22,5,1,5097,2080,332,394,0,2291
2011,8,XE,ExpressJet Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",105,17,6.39,0,5.4,0,5.21,5,0,943,264,0,223,0,456
2011,8,XE,ExpressJet Airlines Inc.,LRD,"Laredo, TX: Laredo International",107,5,1.73,0,1,0,2.27,0,0,167,35,0,42,0,90
2011,8,XE,ExpressJet Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International",59,6,3.76,0,0.19,0,2.04,0,0,347,201,0,8,0,138
2011,8,XE,ExpressJet Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",718,142,47.09,4.94,35.7,0.1,54.17,18,6,9036,3042,581,1632,2,3779
2011,8,XE,ExpressJet Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",52,10,3.88,0,2.15,0,3.96,0,0,685,312,0,155,0,218
2011,8,XE,ExpressJet Airlines Inc.,MEM,"Memphis, TN: Memphis International",426,86,29.86,3,19.64,0,33.5,20,3,5010,1959,186,766,0,2099
2011,8,XE,ExpressJet Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",27,3,2.46,0,0.54,0,0,0,0,232,169,0,63,0,0
2011,8,XE,ExpressJet Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",289,68,29.91,1.31,15.34,0,21.44,33,0,3870,1843,44,920,0,1063
2011,8,XE,ExpressJet Airlines Inc.,MIA,"Miami, FL: Miami International",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,XE,ExpressJet Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",288,56,16.06,0.53,24.91,1.45,13.04,14,0,2518,643,21,974,25,855
2011,8,XE,ExpressJet Airlines Inc.,MLI,"Moline, IL: Quad City International",140,31,9.78,1.52,4.95,0,14.74,1,0,2756,1023,82,281,0,1370
2011,8,XE,ExpressJet Airlines Inc.,MLU,"Monroe, LA: Monroe Regional",29,1,0.17,0,0.57,0,0.27,0,0,83,14,0,47,0,22
2011,8,XE,ExpressJet Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",153,21,10.55,0.89,7.13,0,2.44,0,0,847,475,90,179,0,103
2011,8,XE,ExpressJet Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",203,35,8.28,1.1,6.94,0,18.68,7,0,2108,446,153,301,0,1208
2011,8,XE,ExpressJet Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",196,38,13.1,0.17,11.52,0,13.21,6,0,2026,817,34,363,0,812
2011,8,XE,ExpressJet Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",25,2,1.84,0,0.16,0,0,2,0,82,79,0,3,0,0
2011,8,XE,ExpressJet Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",107,20,13.87,0.62,3,0,2.52,3,0,1323,990,42,112,0,179
2011,8,XE,ExpressJet Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",243,54,28.91,0,6.31,0.06,18.72,4,0,3126,1453,0,203,1,1469
2011,8,XE,ExpressJet Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",231,48,19.01,0.19,16.77,0,12.03,16,1,1999,872,8,537,0,582
2011,8,XE,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4659,765,148.55,8.57,242.76,0,365.12,131,11,62550,15450,432,18769,0,27899
2011,8,XE,ExpressJet Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",241,46,25.06,1.08,12.52,0,7.34,18,0,2823,1330,48,868,0,577
2011,8,XE,ExpressJet Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",91,5,1.87,0,3.13,0,0,0,0,166,99,0,67,0,0
2011,8,XE,ExpressJet Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",69,13,4.51,0,7.73,0,0.75,4,3,922,324,0,577,0,21
2011,8,XE,ExpressJet Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",3,1,1,0,0,0,0,0,0,43,43,0,0,0,0
2011,8,XE,ExpressJet Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",118,20,5.69,0,3.13,0,11.18,4,0,1298,347,0,186,0,765
2011,8,XE,ExpressJet Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",49,16,4.6,0,2.06,0.02,9.32,11,0,1474,500,0,82,1,891
2011,8,XE,ExpressJet Airlines Inc.,PNS,"Pensacola, FL: Pensacola Gulf Coast Regional",195,33,15.24,0.04,5.32,0.85,11.55,1,1,1232,656,2,142,39,393
2011,8,XE,ExpressJet Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",186,38,15.13,0.75,8.39,0,13.73,20,0,2384,915,48,531,0,890
2011,8,XE,ExpressJet Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",76,16,8.52,0,2.28,0,5.19,5,0,794,364,0,123,0,307
2011,8,XE,ExpressJet Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",173,28,11.45,0.48,3.24,0,12.83,1,0,1579,524,63,192,0,800
2011,8,XE,ExpressJet Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",134,29,13.49,0.17,8.43,0,6.91,10,1,1738,887,11,338,0,502
2011,8,XE,ExpressJet Airlines Inc.,RIC,"Richmond, VA: Richmond International",488,118,45.25,3.34,19.26,0.03,50.12,28,1,7555,3074,355,1035,1,3090
2011,8,XE,ExpressJet Airlines Inc.,ROA,"Roanoke, VA: Roanoke Regional/Woodrum Field",55,16,4.36,1.74,1.54,0,8.37,4,0,1243,318,274,68,0,583
2011,8,XE,ExpressJet Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",83,11,4.33,0,2.67,0,4,6,0,558,217,0,98,0,243
2011,8,XE,ExpressJet Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",40,4,2.72,0,0.28,0,1,0,0,171,137,0,13,0,21
2011,8,XE,ExpressJet Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",33,3,1.87,0,0.95,0,0.18,0,0,81,55,0,18,0,8
2011,8,XE,ExpressJet Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",280,61,23.96,2.81,15.47,0,18.75,19,0,3851,1454,477,746,0,1174
2011,8,XE,ExpressJet Airlines Inc.,SBN,"South Bend, IN: South Bend Airport",96,23,12.21,0,1.96,0,8.83,5,0,1404,526,0,84,0,794
2011,8,XE,ExpressJet Airlines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",485,95,36.45,4.12,21.28,0,33.15,14,1,5219,1973,299,844,0,2103
2011,8,XE,ExpressJet Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",141,31,14.01,1.29,5.4,0,10.3,0,0,2006,993,62,247,0,704
2011,8,XE,ExpressJet Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",72,12,5.17,0.07,2.44,0.06,4.26,0,0,586,250,5,93,2,236
2011,8,XE,ExpressJet Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",6,1,1,0,0,0,0,0,0,101,101,0,0,0,0
2011,8,XE,ExpressJet Airlines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",362,64,22.03,1.11,14.34,0.61,25.92,14,1,3359,1234,209,557,16,1343
2011,8,XE,ExpressJet Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",64,13,2.74,0.46,4.06,0,5.75,0,0,929,185,50,227,0,467
2011,8,XE,ExpressJet Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",371,69,29.77,1.15,14.38,0,23.7,7,0,4150,1701,102,488,0,1859
2011,8,XE,ExpressJet Airlines Inc.,TUS,"Tucson, AZ: Tucson International",19,2,1.18,0,0.39,0,0.42,0,0,66,39,0,13,0,14
2011,8,XE,ExpressJet Airlines Inc.,TVC,"Traverse City, MI: Cherry Capital",68,17,3.82,0.05,6.44,0,6.69,2,0,871,220,5,199,0,447
2011,8,XE,ExpressJet Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",452,117,43.87,3.78,27.18,0,42.17,6,1,8531,3625,487,1030,0,3389
2011,8,XE,ExpressJet Airlines Inc.,VPS,"Valparaiso, FL: Northwest Florida Regional",79,22,5.47,0,6.03,0,10.5,0,1,779,230,0,142,0,407
2011,8,XE,ExpressJet Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",296,54,29.32,1.87,9.35,0,13.46,16,2,3567,2154,102,405,0,906
2011,8,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",159,29,10.7,9.7,2.7,0,5.9,1,0,1729,748,525,91,0,365
2011,8,YV,Mesa Airlines Inc.,ALB,"Albany, NY: Albany International",13,5,1,1.83,0.22,0,1.95,0,0,615,114,221,36,0,244
2011,8,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",228,36,11.69,13.61,6.16,0,4.54,5,1,2491,469,1126,344,0,552
2011,8,YV,Mesa Airlines Inc.,ATW,"Appleton, WI: Outagamie County Regional",4,2,2,0,0,0,0,0,0,186,186,0,0,0,0
2011,8,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",229,38,13.97,13.06,8.26,0,2.71,0,0,2081,798,942,241,0,100
2011,8,YV,Mesa Airlines Inc.,BDL,"Hartford, CT: Bradley International",51,7,3.33,0,1.67,0,2,3,0,316,198,0,42,0,76
2011,8,YV,Mesa Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",89,12,4,5.84,0.16,0,2,0,0,812,303,425,8,0,76
2011,8,YV,Mesa Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",60,6,1,3.85,0.74,0,0.41,0,0,404,32,350,15,0,7
2011,8,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",63,8,2,3.33,0.87,0,1.8,1,0,623,82,429,21,0,91
2011,8,YV,Mesa Airlines Inc.,BOS,"Boston, MA: Logan International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,YV,Mesa Airlines Inc.,BTV,"Burlington, VT: Burlington International",70,16,3.96,7.01,3.07,0,1.96,3,0,1578,552,599,165,0,262
2011,8,YV,Mesa Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",138,32,4.98,11.86,7.96,0,7.2,1,0,2030,465,629,306,0,630
2011,8,YV,Mesa Airlines Inc.,BUR,"Burbank, CA: Bob Hope",128,11,2.96,5.33,1.71,0,1,1,0,956,279,414,53,0,210
2011,8,YV,Mesa Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",187,23,3.66,9.77,5.58,0,3.99,4,0,1739,187,1033,241,0,278
2011,8,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",67,13,2.72,4.1,4.24,0,1.94,0,0,532,81,146,178,0,127
2011,8,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",2071,287,69.6,76.79,77.31,0,63.3,40,3,18978,5069,5415,3161,0,5333
2011,8,YV,Mesa Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",79,14,4.77,3,3.01,0,3.22,1,0,706,304,138,99,0,165
2011,8,YV,Mesa Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",10,1,0,0.91,0.09,0,0,0,0,45,0,41,4,0,0
2011,8,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",58,4,0,2,0.18,0,1.82,0,0,239,0,127,8,0,104
2011,8,YV,Mesa Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",68,8,0,5,0,0,3,0,0,915,0,747,0,0,168
2011,8,YV,Mesa Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",67,12,4,1.94,3.12,0,2.94,0,1,1087,301,109,204,0,473
2011,8,YV,Mesa Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",58,6,0,1.89,1.84,0,2.26,1,0,218,0,91,50,0,77
2011,8,YV,Mesa Airlines Inc.,ELP,"El Paso, TX: El Paso International",223,35,15.4,10.97,4.39,0,4.24,0,0,2178,755,967,119,0,337
2011,8,YV,Mesa Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",58,23,9.03,4.09,5.98,0,3.9,3,1,1456,612,328,341,0,175
2011,8,YV,Mesa Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",161,25,6.27,11.38,2.16,0,5.19,1,0,1181,275,581,63,0,262
2011,8,YV,Mesa Airlines Inc.,FLG,"Flagstaff, AZ: Flagstaff Pulliam",207,35,8.57,18.49,1.93,0,6,2,0,2154,510,1073,55,0,516
2011,8,YV,Mesa Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",89,18,1.46,4.85,4.26,0,7.43,0,0,1264,33,449,124,0,658
2011,8,YV,Mesa Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,8,YV,Mesa Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",17,1,1,0,0,0,0,0,0,34,34,0,0,0,0
2011,8,YV,Mesa Airlines Inc.,HNL,"Honolulu, HI: Honolulu International",589,89,22.42,31.87,26.34,0,8.37,10,0,4435,1057,2145,799,0,434
2011,8,YV,Mesa Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",17,3,1.74,1,0.26,0,0,0,0,236,208,16,12,0,0
2011,8,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",863,154,32.37,46.79,37.92,0,36.91,38,6,9986,1767,3375,1813,0,3031
2011,8,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,YV,Mesa Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",105,16,5.13,1.41,3.55,0,5.92,5,1,934,359,32,118,0,425
2011,8,YV,Mesa Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",65,13,0,1.36,6.77,0,4.87,2,0,505,0,149,158,0,198
2011,8,YV,Mesa Airlines Inc.,ITO,"Hilo, HI: Hilo International",92,16,4.1,4.91,3.93,0,3.06,2,0,1037,303,361,171,0,202
2011,8,YV,Mesa Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",98,8,1,3.76,3.24,0,0,3,0,535,103,285,147,0,0
2011,8,YV,Mesa Airlines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",159,25,6.03,9.3,7.85,0,1.83,3,0,1050,235,546,229,0,40
2011,8,YV,Mesa Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",186,41,10.71,20.67,2.75,0,6.87,4,0,2449,879,1152,74,0,344
2011,8,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",52,4,0,1.78,1.22,0,1,2,0,127,0,48,25,0,54
2011,8,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",31,3,2,0.98,0.02,0,0,4,0,150,94,55,1,0,0
2011,8,YV,Mesa Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",153,16,5.88,6.89,0.27,0,2.96,1,0,1474,585,426,26,0,437
2011,8,YV,Mesa Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",156,19,5.37,8.06,4.13,0,1.44,2,0,857,206,417,118,0,116
2011,8,YV,Mesa Airlines Inc.,LIT,"Little Rock, AR: Adams Field",76,14,4.3,6.54,2.16,0,1,0,0,966,323,418,86,0,139
2011,8,YV,Mesa Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",52,13,3.93,5.36,3.7,0,0,0,0,823,350,310,163,0,0
2011,8,YV,Mesa Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",61,18,7.24,5.17,1.69,0,3.9,1,0,1153,335,312,86,0,420
2011,8,YV,Mesa Airlines Inc.,MEM,"Memphis, TN: Memphis International",160,32,7.22,7.54,8.49,0,8.75,0,1,1634,278,484,276,0,596
2011,8,YV,Mesa Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,YV,Mesa Airlines Inc.,MIA,"Miami, FL: Miami International",71,7,1.66,1,2.68,0,1.66,0,0,557,153,38,118,0,248
2011,8,YV,Mesa Airlines Inc.,MRY,"Monterey, CA: Monterey Peninsula",71,15,4.92,6.87,1.21,0,2,1,1,1011,322,366,29,0,294
2011,8,YV,Mesa Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,YV,Mesa Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",66,8,0,4.72,1.34,0,1.94,1,0,628,0,436,41,0,151
2011,8,YV,Mesa Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",29,7,2.96,3,0.3,0,0.74,2,0,486,251,209,12,0,14
2011,8,YV,Mesa Airlines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",18,6,2.76,1,0.24,0,2,0,0,477,232,132,12,0,101
2011,8,YV,Mesa Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,YV,Mesa Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",183,38,8.82,12.75,13.89,0,2.54,1,0,2077,463,1140,356,0,118
2011,8,YV,Mesa Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",23,2,0,0.87,0.13,0,1,0,0,96,0,59,9,0,28
2011,8,YV,Mesa Airlines Inc.,ONT,"Ontario, CA: Ontario International",18,3,0,2,1,0,0,0,0,106,0,91,15,0,0
2011,8,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",937,125,30.67,39.19,29.05,0,26.09,30,6,10043,2323,4012,1608,0,2100
2011,8,YV,Mesa Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",105,9,2.99,3.49,1.52,0,1,3,0,705,318,268,34,0,85
